"code","habitat","suitability","season","majorimportance"
"AVE240201003","Grassland - Temperate","Suitable","Breeding Season","No"
"AVE240201003","Grassland - Temperate","Suitable","Non-Breeding Season","No"
"AVE240201003","Grassland - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"AVE240201003","Grassland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE240201003","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Breeding Season","No"
"AVE240201003","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Non-Breeding Season","No"
"AVE240201003","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Breeding Season","No"
"AVE240201003","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Non-Breeding Season","No"
"AVE240201003","Desert - Hot","Suitable","Breeding Season","No"
"AVE240201003","Desert - Hot","Suitable","Non-Breeding Season","No"
"AVE240201002","Forest - Temperate","Suitable","Resident","No"
"AVE240201002","Artificial/Terrestrial - Arable Land","Suitable","Resident","No"
"AVE240201002","Artificial/Terrestrial - Pastureland","Suitable","Resident","No"
"AVE240201002","Shrubland - Temperate","Suitable","Resident","No"
"AVE240201002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident","No"
"AVE240201004","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"AVE240201004","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE240201004","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE240201004","Savanna - Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201004","Shrubland - Temperate","Suitable","Breeding Season","No"
"AVE240201004","Shrubland - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"AVE240201004","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201004","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Breeding Season","No"
"AVE240201004","Grassland - Temperate","Suitable","Breeding Season","No"
"AVE240201004","Grassland - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"AVE240201004","Grassland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"AVE240201005","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"AVE240201005","Artificial/Terrestrial - Plantations","Suitable","Breeding Season","No"
"AVE240201005","Artificial/Terrestrial - Plantations","Suitable","Non-Breeding Season","No"
"AVE240201005","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE240201005","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable","Breeding Season","No"
"AVE240201005","Forest - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"AVE240201005","Savanna - Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201005","Shrubland - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"AVE240201005","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201005","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Breeding Season","No"
"AVE240201006","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"AVE240201006","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE240201006","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","No"
"AVE240201006","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable","Non-Breeding Season","No"
"AVE240201006","Forest - Subtropical/Tropical Moist Lowland","Suitable","Breeding Season","No"
"AVE240201006","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","No"
"AVE240201006","Shrubland - Temperate","Suitable","Breeding Season","No"
"AVE240201006","Shrubland - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"AVE240201006","Shrubland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201006","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Breeding Season","No"
"AVE240201006","Grassland - Subtropical/Tropical Dry","Suitable","Breeding Season","Yes"
"AVE240201006","Grassland - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","Yes"
"AVE240201006","Grassland - Subtropical/Tropical High Altitude","Suitable","Breeding Season","No"
"AVE240201006","Grassland - Subtropical/Tropical High Altitude","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Oceanic - Epipelagic (0-200m)","Marginal","Resident",NA
"AVE111007002","Marine Oceanic - Mesopelagic (200-1000m)","Marginal","Resident",NA
"AVE111007002","Marine Intertidal - Rocky Shoreline","Suitable","Breeding Season","No"
"AVE111007002","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","No"
"AVE111007002","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Breeding Season","No"
"AVE111007002","Marine Intertidal - Salt Marshes (Emergent Grasses)","Suitable","Breeding Season","No"
"AVE111007002","Marine Intertidal - Tidepools","Suitable","Breeding Season","No"
"AVE111007002","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","No"
"AVE111007002","Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable","Breeding Season","No"
"AVE111007002","Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable","Non-Breeding Season","No"
"AVE111007002","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE111007002","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"AVE111007002","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"AVE111007002","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007002","Artificial/Aquatic - Excavations (open)","Suitable","Breeding Season","No"
"AVE111007002","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE111007002","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007002","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007002","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Intertidal - Rocky Shoreline","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Non-Breeding Season","No"
"AVE111007005","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE111007005","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"AVE111007005","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Breeding Season","No"
"AVE111007005","Artificial/Aquatic - Aquaculture Ponds","Suitable","Non-Breeding Season","No"
"AVE111007005","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Breeding Season","No"
"AVE111007005","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable","Breeding Season","No"
"AVE111007005","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE111007005","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE111007005","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"AVE111007005","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007005","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","Yes"
"AVE111007004","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007004","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE111007004","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE111007004","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"AVE111007004","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"AVE111007004","Artificial/Aquatic - Salt Exploitation Sites","Suitable","Breeding Season","No"
"AVE111007004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE111007004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE111007004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE111007004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007004","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007004","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Intertidal - Rocky Shoreline","Suitable","Breeding Season","No"
"AVE111007001","Marine Intertidal - Rocky Shoreline","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","No"
"AVE111007001","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Breeding Season","No"
"AVE111007001","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Intertidal - Mud Flats and Salt Flats","Suitable","Breeding Season","No"
"AVE111007001","Marine Intertidal - Mud Flats and Salt Flats","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Intertidal - Tidepools","Suitable","Breeding Season","No"
"AVE111007001","Marine Intertidal - Tidepools","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007001","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE111007001","Artificial/Terrestrial - Pastureland","Suitable","Non-Breeding Season","No"
"AVE111007001","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"AVE111007001","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007001","Grassland - Temperate","Suitable","Breeding Season","No"
"AVE111007001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Pelagic","Marginal","Resident",NA
"AVE111007001","Marine Neritic - Estuaries","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007001","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007001","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Oceanic - Epipelagic (0-200m)","Suitable","Breeding Season","No"
"AVE111007006","Marine Oceanic - Epipelagic (0-200m)","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Breeding Season","No"
"AVE111007006","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","Yes"
"AVE111007006","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007006","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Coastal/Supratidal - Coastal Freshwater Lakes","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Pastureland","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Urban Areas","Suitable","Breeding Season","No"
"AVE111007006","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Aquatic - Excavations (open)","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Aquatic - Wastewater Treatment Areas","Suitable","Non-Breeding Season","No"
"AVE111007006","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Suitable","Non-Breeding Season","No"
"AVE111007006","Grassland - Temperate","Suitable","Breeding Season","No"
"AVE111007006","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE111007006","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE111007006","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE111007006","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE111007006","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007006","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","No"
"AVE111007006","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007006","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007006","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Intertidal - Rocky Shoreline","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Intertidal - Tidepools","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007007","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007007","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007007","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Intertidal - Rocky Shoreline","Suitable","Breeding Season","No"
"AVE111007008","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","No"
"AVE111007008","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Breeding Season","No"
"AVE111007008","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Intertidal - Tidepools","Suitable","Breeding Season","No"
"AVE111007008","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007008","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007008","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007008","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Intertidal - Rocky Shoreline","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","Yes"
"AVE111007003","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","Yes"
"AVE111007003","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Non-Breeding Season","No"
"AVE111007003","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"AVE111007003","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","No"
"AVE111007003","Artificial/Terrestrial - Urban Areas","Suitable","Non-Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Water Storage Areas (over 8ha)","Suitable","Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Ponds (below 8ha)","Suitable","Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Aquaculture Ponds","Suitable","Non-Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Salt Exploitation Sites","Suitable","Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable","Breeding Season","No"
"AVE111007003","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable","Breeding Season","No"
"AVE111007003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE111007003","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Non-Breeding Season","No"
"AVE111007003","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"AVE111007003","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"AVE111007003","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Pelagic","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"AVE111007003","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"AVE111007003","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"AVE110502001","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Non-Breeding Season","Yes"
"AVE110502001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","No"
"AVE110502001","Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt)","Suitable","Breeding Season","Yes"
"AVE110502001","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE110502001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Non-Breeding Season","No"
"AVE110502001","Marine Neritic - Estuaries","Suitable","Non-Breeding Season","Yes"
"AVE110502001","Marine Neritic - Coral Reef",NA,NA,NA
"AVE110502001","Outer Reef Channel","Suitable","Non-Breeding Season","No"
"AVE110502001","Back Slope","Suitable","Non-Breeding Season","No"
"AVE110502001","Foreslope (Outer Reef Slope)","Suitable","Non-Breeding Season","No"
"AVE110502001","Lagoon","Suitable","Non-Breeding Season","No"
"AVE110502001","Inter-Reef Soft Substrate","Suitable","Non-Breeding Season","No"
"AVE110502001","Inter-Reef Rubble Substrate","Suitable","Non-Breeding Season","No"
"AVE110502002","Marine Intertidal - Mud Flats and Salt Flats","Suitable","Non-Breeding Season","Yes"
"AVE110502002","Marine Intertidal - Salt Marshes (Emergent Grasses)","Suitable","Non-Breeding Season","No"
