sppID;sppname;habitat;avoided_habitat;threats
B251;Clamator_glandarius;"The species favours savanna-like heathland, often with cork oak (Quercus suber) or stone pine (Pinus pinea), as well as olive groves. In the Mediterranean it breeds between late April and early June. It is a brood parasite of crows and magpies in the Mediterranean, particularly Black-billed Magpie (Pica pica), Azure-winged Magpie (Cyanopica cyanea) and Carrion Crow (Corvus corone) in Spain. The female can lay 12–25 eggs in one season, often laying several eggs per nest. It feeds on insects, mainly large hairy caterpillars, also termites, grasshoppers, moths and small lizards. The species is migratory. Most birds migrate to Africa, wintering north of 10°N but possibly many move south of the Sahara; small numbers winter in southern Spain (Payne 1997).";;Hunting and traffic accidents are the main causes of mortality in southern Europe. In Crete it is preyed upon by Eleonora's Falcon (Falco eleonorae) (Erritzøe et al. 2012).
B252;Cuculus_canorus;"The species inhabits forests and woodlands, both coniferous and deciduous, second growth, open wooded areas, wooded steppe, scrub, heathland, meadows, reedbeds, lowlands and moorlands. In north-west Europe it breeds between May and June. It is a brood parasite; host species include many insectivorous songbirds such as flycatchers, chats, warblers, pipits, wagtails and buntings. Over 100 host species have been recorded. The species feeds on insects, spiders and snails and rarely on fruit. Individuals of the nominate race breeding from the British Isles and Scandinavia east to Russia winter in central and southern Africa. Individuals of the bangsi race that breed in Iberia spend the winter south of the equator from west Africa to Lake Tanganyika (Payne and Christie 2013).";;Declines in northern Europe have been attributed to the intensification of agriculture, resulting in fewer insects and hosts. Climate change is also an important factor where short-distance migrating host species have advanced their arrival more than the cuckoos resulting in a mismatch of nesting times (Erritzøe et al. 2012).
B253;Cuculus_saturatus;"The species is found in forest canopy, open wooded areas and orchards, often in hill country, also in coniferous forest and in birch (Betula) above the tree-line (Payne 1997). In Russia, it favours high coniferous forests of spruce (Picea), pine (Pinus), silver fir (Abies alba) and mixed coniferous and broad-leaved trees such as birch and aspen (Populus). It is sometimes found in pure broad-leaved forests, steppe birch copses, riverside willows, and thickets. It also uses northern taiga to forest edge, riversides, ravines, wetland fringes and slopes of wooded hills and mountains.

In central Russia the eggs are laid in June and July in nests belonging to Arctic Warbler (Phylloscopus borealis), Common Chiffchaff (P. collybita), Willow Warbler (P. trochilus) or other Phylloscopus species, as well as Olive-backed Pipit (Anthus hodgsoni) (Snow and Perrins 1998). It feeds on insects, mainly caterpillars, and some fruit. It winters in the Malay Peninsula and Philippines and south through Sumatra, Java, Borneo, Sulawesi, Moluccas, Lesser Sundas and New Guinea, to the coastal parts of northern and eastern Australia (Payne 1997).";;There are currently no known serious threats to this species.
B120;Falco_biarmicus;"This species typically frequents open dry grassland and steppe and requires large areas of stony, bare or dry grassland for hunting and cliffs for nesting. In the northern Apennines where the mountainous habitat is largely forested, the species occurs in areas comprising at least 50% open landscapes.  most pairs holding inland territories 200–600 m above sea-level, and in Sicily more frequently approaching 1,000 m (Tucker and Heath 1994).

Eggs are laid between February and May. It frequently nests on the old structures of corvids, other raptors or herons, usually in trees or on electricity pylons. Alternatively it uses scrapes on cliffs, the ground, quarries or buildings. Clutch size is usually three or four eggs (Kemp 1994). The diet is mostly small to medium-sized birds as well as some small mammals, reptiles and large insects (Tucker and Heath 1994). It will hunt by fast aerial pursuit from a stoop or horizontal chase, often around a water-hole and often with a pair combining in attack (Kemp 1994). Birds are usually recorded singly or in pairs, but are known to gather in groups of up to 20 at concentrated feeding sites (Kemp 1994, Ferguson-Lees and Christie 2001). Most birds are resident and migration is only recorded outside of Europe (Kemp 1994).";Coastal areas are generally avoided, with;In the mid-20th century the species underwent severe declines in Europe, driven by poisoning, shooting and trapping for falconry (Kemp 1994). These threats have subsided, though persecution and the collection of eggs and chicks for falconry still probably constitute the most serious threats to the species. In Italy it is still threatened by illegal shooting (Snow and Perrins 1998, Ferguson-Lees and Christie 2001) and in other countries where Skylarks (Alauda arvensis) are hunted (Gustin et al. 2000). It is also vulnerable to the effects of potential wind energy development (Strix 2012). Habitat loss through urbanisation, modification of agricultural practices, construction of roads, open-cast mining, agricultural expansion into steppe and grasslands and afforestation has caused a reduction in hunting areas and prey species.  It also suffers from human disturbance, such as rock-climbers, pesticides, electrical powerlines and interspecific competition with Peregrine Falcon (Falco peregrinus) (Gustin et al. 2000).
B121;Falco_cherrug;"It is physically adapted to hunting close to the ground in open terrain, combining rapid acceleration with high manoeuvrability, thus specialising on mid-sized diurnal terrestrial rodents of open grassy landscapes such as steppes and arid montane areas; in some areas, particularly near water, it switches to birds as key prey, and has recently substituted domestic pigeons (Columba livia) for rodents in parts of Europe. It uses copses or cliffs for nest sites (sometimes even the ground), occupying the old nests of other birds. Clutch size varies from two to six, with means from 3.2-3.9 in different circumstances. Breeding success varies with year (especially in areas where rodents cycle) (Baumgart 1991, Snow and Perrins 1998). The species usually occurs singly or in pairs (Ferguson-Lees and Christie 2001). Birds are sedentary, part-migratory or fully migratory, largely depending on the extent to which the food supply in breeding areas disappears in winter (Baumgart 1991, Snow and Perrins 1998). Migrating central European adults travel as far as the Mediterranean. Juveniles are mainly migratory with central and eastern European birds wandering from the Balkans to Turkmenistan, Egypt and north-west India (Hagemeijer and Blair 1997). Migrating birds generally leave their breeding grounds in September and October, returning between February and May (del Hoyo et al. 1994).";;"In Europe, this species has suffered mainly from the loss and degradation of steppes and dry grasslands through agricultural intensification, plantation establishment and declines in sheep pastoralism, causing a decline in key prey species; offtake for falconry is a serious problem, which has caused local extinctions (Baumgart 1991, 1994, K. Ruskov in litt. 2007). In eastern Hungary, landscape reversion following the abandonment of agriculture could have a negative influence, as most prey species require short swards that are maintained by agricultural practices (S. Nagy in litt. 2007). Elsewhere, declines are mainly attributable to offtake for falconry, although persecution, pesticide use and agrochemical deployment play a lesser part (Baumgart 1991, Riddle and Remple 1994, Barton 2000, Eastham et al. 2000, Fox 2002, Haines 2002, ERWDA 2003). Hybridisation with escaped or released hybrid falcons could influence the genetic integrity of wild populations (S. Nagy in litt. 2007, Nittinger et al. 2007)."
B118;Falco_columbarius;The species is found in a wide variety of habitats, from sea level up to tree line in some mountain ranges, from boreal forest and tundra to parkland with deciduous trees, shrub steppe, moorland, open prairies and steppes. It generally prefers areas with some trees or scrubby vegetation. On migration it inhabits an even broader range of habitats, often along sea coasts. It breeds from March to June and does not build a nest. Instead, it uses old stick nests of other species especially corvids (Corvus, Pica) in trees but also uses tree cavities, cliff ledges or stick nests on ledges and the ground. Clutches are usually three to six eggs. It feeds principally on small birds, bats and insects, small rodents and shrews. The species is migratory except for those populations in Iceland and the British Isles (White et al. 2015).;;The use of chlorinated hydrocarbons between 1960s and 1970s caused some reproductive failure and eggshells in Europe showed 13% thinning. With the banning of these pesticides their impact has fallen as indicated by breeding densities and distributions, migration counts and wintering distributions and numbers. The species also suffers collisions with man-made objects (White et al. 2015). Population declines have also been attributed to loss of suitable habitat through overgrazing, insensitive management, and increased tourism disturbing nest sites. Predation by Red Fox (Vulpes vulpes) is also a threat (Mebs and Schmidt 2006).
B117;Falco_eleonorae;The species is fully migratory, leaving its Mediterranean breeding grounds in October and November to winter in Madagascar, East Africa and the Mascarene Islands. The return journey begins in late April and May (Orta and Kirwan 2014). Birds are known to fly as high as 1,000 m during the breeding season (Snow and Perrins 1998). They are generally gregarious (though sometimes solitary), tending to move in small and loose flocks, and on migration often associating with other species flying at high altitudes, including F. subbuteo (Snow and Perrins 1998, Ferguson-Lees and Christie 2001). They hunt mainly at twilight (Orta and Kirwan 2014). Birds usually breed and stop over on small islands and islets, wintering mainly in open woodland on Madagascar. It feeds on large flying insects and small birds. Birds nest in the holes and ledges of sea cliffs, or on the ground. Clutches are usually two or three eggs (Orta and Kirwan 2014).;;The species has historically suffered from exploitation and persecution brought about by local people. Human disturbance associated with tourism development has also been shown to negatively influence birds’ breeding success (Orta and Kirwan 2014). Predation by rats is also possibly important on some breeding islands (Ferguson-Lees and Christie 2001). The species is vulnerable to the effects of potential wind energy development (Strix 2012).
B114;Falco_naumanni;"It is usually a colonial breeder, often in the vicinity of human settlements. It forages in steppe-like habitats, natural and managed grasslands, and non-intensive cultivation. It is mainly migratory, with most breeders overwintering in sub-Saharan Africa, although some travel to parts of north-west Africa, southern Europe and southern Asia. Migrants leave their breeding grounds in September and return between February and April (Orta and Kirwan 2015). It migrates in flocks of varying sizes, usually tens to low hundreds, often with other falcons such as F. tinnunculus, F. vespertinus and F. amurensis (Ferguson-Lees and Christie 2001). Large numbers, sometimes up to thousands, gather at roosts on migration (Orta and Kirwan 2015). They cross water bodies readily on a broad front, flying high enough to be barely detectable; they fly lower over land (often c.20–30 m), particularly on northward migration (Brown et al. 1982, Ferguson-Lees and Christie 2001). It breeds colonially and egg-laying occurs mainly in May, nesting mainly in human constructions, such as large old buildings, houses, walls and ruins, in towns or on the outskirts but also uses natural sites, for example rock faces, clay banks and quarries, and occasionally old corvid nests. The nest is placed in a hollow or below eaves, and it has also taken readily to artificial nesting boxes in some areas. Clutches are normally three to six eggs. It feeds mostly on aerial and terrestrial insects. It is a trans-Saharan migrant although some birds winter in southern Europe and northern Africa (Orta and Kirwan 2015).";;The main cause of its decline was habitat loss and degradation in its western Palearctic breeding grounds, primarily a result of agricultural intensification, but also afforestation and urbanisation. The use of pesticides may cause direct mortality, but is probably more important in reducing prey populations. The neglect or restoration of old buildings has resulted in the loss of nest-sites (Davygora 1998, J.-P. Biber in litt. 1999). At La Crau in southern France, where such nest sites are rare, a population increase in the 1990s may be linked to the progressive selection of ground nests in stone piles, reducing interspecific and intraspecific competition (Prugnolle et al. 2003).
B123;Falco_peregrinus;Birds are highly migratory in the temperate and Arctic parts of its range, moving from Europe to Africa. Those breeding at lower latitudes tend to be resident (White et al. 2013). Migrating birds leave their breeding sites between August and November, and return between March and May (Snow and Perrins 1998). Migrants readily fly over expanses of sea and ocean. Most birds travel singly or in pairs, even on migration (Ferguson-Lees and Christie 2001). It inhabits a wide variety of habitats, tolerating wet and dry, hot and cool climates. Birds make up most of its diet, principally pigeons and doves. Egg-laying occurs from February to March in northern temperate zones and eggs are usually laid in a scrape or depression in a rock face, with no nest being built (White et al. 2013). Clutches are usually three to four eggs (Snow and Perrins 1998).;;Historically, the species was affected by shooting in the U.K., notably during the Second World War (Ferguson-Lees and Christie 2001). Persecution throughout its range was the major threat in the 19th and early 20th centuries (Snow and Perrins 1998). Severe population declines in the 1960s–1970s were driven by eggshell breakage and mortality of adults and embryos from the hydrocarbon contamination associated with pesticides of that time (Ferguson-Lees and Christie 2001, White et al. 2013). The species is used extensively in falconry, although the population-level impacts of this are uncertain (White et al. 2013). It is highly vulnerable to the effects of potential wind energy development (Strix 2012).
B122;Falco_rusticolus;The species occupies three basic habitats for breeding, which are maritime, riverine and montane. It is found widely over tundra and taiga and in the winter, migrants moving south often frequent farm and agricultural land, coasts and native steppe habitat. It breeds from March to July and the eggs are laid in an unlined scrape or depression in a cliff ledge, a disused stick nest of another species on cliff, or occasionally a stick nest in tree or on man-made structure. Clutches are usually three or four eggs. It feeds mainly on birds, with mammals making a lesser portion of the diet. The species is mainly sedentary, especially in Iceland and Scandinavia although juveniles are generally more dispersive than adults and move farthest south (White et al. 2013).;;The species is threatened by the collection of eggs and young for the falconry market (Tucker and Heath 1994) with an unknown number collected each year (White et al.  2013). Illegal shooting also occurs in some areas such as Norway and Sweden. In parts of Fennoscandia, intensive hunting of grouse (Tucker and Heath 1994), such as Ptarmigan (Lagopus mutus) and Willow Grouse (Lagopus lagopus) may affect numbers of this species. Disturbance of nests through tourism is also a problem (Hagemeijer and Blair 1997). The species is also threatened by climate change (Booms et al. 2011).
B119;Falco_subbuteo;"Most individuals of the species are migratory, with western birds mainly wintering in Africa (Orta and Kirwan 2014). Birds leave their breeding grounds between August and October, arriving at wintering quarters from late October onwards. The return journey begins in March and April, and breeding territories are occupied again in May and June.  Birds are usually seen singly or in pairs or family groups, even on migration, with larger groups being rare except at roosts and especially rich feeding sites (Ferguson-Lees and Christie 2001). It migrates in broad fronts and does not generally concentrate at narrow sea crossings as do many other migratory raptors (Snow and Perrins 1998, Orta and Kirwan 2014). It is mainly diurnal although partly crepuscular and even nocturnal to some extent on migration (Ferguson-Lees and Christie 2001). It occurs in open wooded areas, including wooded steppes, pastures, cultivation or scrub with clumps of trees, scattered trees or copses; fields with hedges, edges of woods. Flying insects form the main part of its diet, although birds are often taken in the breeding season. It uses unoccupied nests of corvids or other raptors, or squirrel dreys, but does not add material and is almost always in trees, preferring pines, but also in other conifers and broad-leaved trees; Clutches are typically three eggs (Orta and Kirwan 2014).";exceptionally on cliffs. ;The cutting of old growth forest patches in Ukraine is thought to have caused local declines (Orta and Kirwan 2014). Some are shot, notably in Malta where hunters are thought to kill 500–1,000 individuals each year. A growing threat is human disturbance, which facilitates nest predation by crows and squirrels. Pesticide use has likely had only minor impacts, as has egg-collecting, which tends to be a local issue (Ferguson-Lees and Christie 2001). The species is highly vulnerable to the effects of potential wind energy development (Strix 2012).
B115;Falco_tinnunculus;Populations in the northern part of the species’s range tend to be migrant, with others resident (Orta and Boesman 2013). Migrant birds leave their breeding grounds between August and October and those arriving in sub-Saharan Africa do so from October onwards (Ferguson-Lees and Christie 2001). The return journey begins from February through until April (the exact time probably dependent on food availability), and is often undertaken in small mixed groups with F. naumanni and occasionally F. vespertinus (Brown et al. 1982, Snow and Perrins 1998, Ferguson-Lees and Christie 2001). The species can be solitary or gregarious, being most often seen singly but sometimes travelling in flocks of up to 10 individuals, especially on migration. Larger groups may congregate at sources of abundant food. It is mainly diurnal (Ferguson-Lees and Christie 2001). The species tolerates a wide range of open and partially forested habitats. It feeds mainly on small mammals, particularly in northern Europe, with insects possibly more important in the Mediterranean. The locations of nests are variable, with rock ledges, buildings and abandoned corvid nests being commonly reported sites. Typically lays three to six eggs (Orta and Boesman 2013).;;Past population declines resulted from the heavy use of organochlorine and other pesticides in the 1950s–1960s (Orta and Boesman 2013). In Malta, the species was exterminated by shooting, though it has since returned (Ferguson-Lees and Christie 2001). The population in much of the rest of Europe has shown a more recent steady decline, thought to be due to agricultural intensification (Snow and Perrins 1998). The species is vulnerable to the effects of potential wind energy development (Strix 2012).
B116;Falco_vespertinus;The species breeds in open lowlands with trees and plenty of insects, including steppe and forest-steppe, open woodland, cultivation and pastureland with tall hedgerows or fringing trees, agricultural areas with shelterbelts and, in the north-east, boggy areas and taiga edge. It is found from sea-level to c.300 m. It is often crepuscular (Ferguson-Lees and Christie 2001). The breeding season occurs from mid-April to August (Orta and Kirwan 2014). It is usually colonial but can also be solitary, breeding in disused nests of other birds (most commonly Corvus frugilegus). It prefers the upper part of trees but sometimes nests in cliffs or tree holes, in hedgerows or isolated bushes (Ferguson-Lees and Christie 2001, Orta and Kirwan 2014). Usually lays four to five white or pale buffish-brown eggs variably marked with dark reddish brown. The diet comprises of large insects, especially Orthoptera but also beetles, dragonflies, butterflies, moths and cicadas. During breeding, chicks may be mainly fed with vertebrates, such as fledglings of small birds, voles, mice, shrews, amphibians, lizards. In Hungary, mice and toads are important. The species is migratory, with birds travelling great distances to their wintering grounds in southern Africa (Orta and Kirwan 2014). Most leave their breeding grounds in August and September, making the return journey between February and May (Ferguson-Lees and Christie 2001, Orta and Kirwan 2014). Birds migrate in a broad front across the Mediterranean Sea, not concentrating at bottleneck sites to the extent that many other raptors do (Brown et al. 1982, Snow and Perrins 1998, Orta and Kirwan 2014). On migration they form mixed flocks often over 100 strong with other falcons such as F. naumanni, and tend to stay at very high altitudes for the majority of the journey (Ferguson-Lees and Christie 2001).;;Threats include destruction of suitable nest-sites when rookery trees are felled for agricultural expansion or timber (Ferguson-Lees et al. 2001, Anon. 2007) and, more significantly, the widespread use of pesticides is affecting the food supply (Ferguson-Lees et al. 2001). In central Europe, agricultural intensification is causing habitat loss, and a decrease in extensive grassland management especially grazing is affecting the species's food supply (P. Palatitz in litt. 2007). From 1980 to 1999 intensive poisoning of Corvus frugilegus in Hungary forced the species to change its nest site selection habits, and large colonies have nearly disappeared there as a result, with only 38% of the population breeding colonially (P. Palatitz in litt. 2005). As productivity is generally greater in larger colonies, further decreases may occur. The species appears to be hunted opportunistically during migration. In October 2007, 52 birds that had been roosting at Phasouri, Cyprus, were found shot, with 46 already dead and 6 wounded (Palatitz et al. 2009).
B134;Alectoris_barbara;The species is found in predominantly dry, open country with scrubby cover (Tucker and Heath 1994). It uses steep slopes, rocky areas and arid hillsides, stony terraces, unimproved agricultural land, open or degraded maquis and woodland, including open pine forest (Tucker and Heath 1994, McGowan and Kirwan 2013). The species lays between March and May although eggs have been reported in December on the Canary Islands (Clark 2006, McGowan and Kirwan 2013). It can lay six to twenty seven eggs (Znari 1998). It breeds earlier in the lowlands than in the mountains. In very dry years it may not breed at all in semi-arid habitats (McGowan and Kirwan 2013). The nest is a depression in the ground which is usually lined and sheltered by long grass, bushes or boulders (Madge and McGowan 2002, Mocci Demartis and Massoli-Novelli 1978). It has a varied diet but predominantly feeds on leaves, shoots, fruits and seeds of a wide range of grasses and herbs with insects such as ants forming an important supplement. The species is mainly sedentary (McGowan and Kirwan 2013).;;The main threat in Europe is hunting. In Sardinia regulatory measures exist but are not enforced due to a sufficient number of wardens. In the Canary Islands the remaining population is restocked annually to enable sport hunting (McGowan and Kirwan 2013), however this increases the risk if introducing disease and genetic contamination. Other threats are intensive use of pesticides, outbreaks of fire and the abandonment of cultivated land (Tucker and Heath 1994).
B133;Alectoris_chukar;"The species is found on barren arid and semi-arid hillsides with low vegetation cover and occasional stunted trees and bushes (Watson 1962, Papaevangelou 1980). At lower altitudes it is found on rocky slopes with shrubs and bushes adapted to dry conditions, in vineyards, olive groves and on agricultural land (Pantelis 1980, Papaevangelou 1980, Serez 1992). It has also been found on forested slopes up to 2,800 m in the Turkish mountains bordering the Black Sea (Serez 1992).

Laying occurs mid-April to May in the Mediterranean with 7–12 eggs laid. The nest consists of a scrape sometimes lined with grass or leaves and is found under the shelter of bushes or overhanging grasses. It feeds on plants and insects, taking bulbous roots, grains and shoots of grasses and cereals (McGowan& Kirwan 2013) as well as leaves, buds, flowers and berries (Watson 1962, Cramp & Simmons 1980). Availability of water influences population density even though birds will move up to 10 km to access water (Watson 1962). They undergo seasonal altitudinal movements moving to lower altitudes during the winter (McGowan & Kirwan 2013).";;Severe winters are known to affect the Turkish populations and pesticides may now be a cause for concern. It is also suffering from habitat degradation in some areas (McGowan and Kirwan 2013).
B132;Alectoris_graeca;This species utilises a variety of habitats and different altitudes, up to 3000 m in the Alps and almost down to sea level in Sicily and Greece. Generally they prefer open, mountain habitats with grassy patches, low scrub or scattered conifers (Griffin 2011). Winter flocks begin to break up from February and territories are established March to April with eggs laid from mid-May to June in the Alps and late-April to June in Greece. It is normally monogamous, forming long-term pair-bonds although some instances of successive bigamy and some exchange of partners have been reported. The nest site, believed to be chosen by the male, is a scrape excavated by the female. Clutches are normally eight to fourteen eggs. It is predominantly vegetarian, eating seeds, fruits and green material, but also some terrestrial invertebrates. Chicks, and females in spring, consume relatively high proportions of invertebrates, mainly adult and larval insects. Foraging continues day-round in winter, but is concentrated in the early morning and late afternoon in summer. This species is sedentary however, altitudinal movements are reported in mountain breeding areas, initially moving higher immediately post-breeding, then lower as winter advances. Birds may remain at breeding altitude of 1,900–2,700 m in winter, if snowfall is not too heavy (McGowan and Kirwan 2014).;;Studies in different parts of the species's range (summarised in Griffin 2011) indicate that it is affected by a wide variety of threats, including habitat loss and degradation (Bernard-Laurent and de Franceschi 1994), abandonment of traditional agro-pastoral activities (Budinski et al. 2010, Rippa et al. 2011), reduced connectivity between metapopulations (Cattadori et al. 2003), disturbance, poaching, unsustainable hunting, extreme climatic events (Bernard-Laurent and Leonard 2000), hybridisation with released captive-bred Chukar (Alectoris chukar) and Red-legged Partridge (Alectoris rufa) (Barilani et al. 2007, Randi 2008), and the transfer of pathogens and parasites from these species (Manios et al. 2002, Rosà et al. 2011). Additional threats include the increase of tourism in mountain areas, predominantly in the French and Austrian Alps (A. Bernard-Laurent in litt. 2012).
B135;Alectoris_rufa;"The species is found in open habitats ranging from Mediterranean to humid temperate zones but not in boreal, oceanic or arid zones (Tucker and Heath 1994, McGowan and Kirwan 2013). It prefers lowland areas. It uses habitats with a wide variety of soils and land uses including dry hilly land with scattered bushes up to about 1,300 m (occasionally up to 2,000 m) in montane foothills, inhospitable dry terrain on lower mountain slopes and marginal cultivation, cropland, orchards or woodland (McGowan and Kirwan 2013). Over most of its range it is associated with arable farming, using low-intensity cropping with a mixture of cultivated, fallow and uncultivated ground (Tucker and Heath 1994). Laying dates vary between countries; April to early May in Portugal, late April to May in England and May to mid-June in France. The nest is a scrape in the ground lined with a few pieces of vegetation. Clutch sizes average 11.2–12.7 eggs. It feeds on seeds, leaves and roots with grasses and legumes particularly important in winter. It will also eat insects. The species is mostly sedentary but may descend to lower ground during the winter (McGowan and Kirwan 2013)."; and avoids forest and wet areas if possible;"The disappearance of uncultivated land due to changes in agricultural practice has resulted in the loss of nesting cover and chick food. In pastoral areas, pastures have been agriculturally improved and areas of low, herb-rich scrub converted to grassland and further habitat loss has occurred through the loss of arable farming from open hill areas, if livestock are removed (leading to encroachment of tall scrub and forest) (Tucker and Heath 1994). Urbanization and agricultural expansion have also caused habitat fragmentation. In the Iberian Peninsula, hunting has led to steep declines; in Portugal over 60% of estimated potential population may be shot each year (McGowan and Kirwan 2013). Also illegal importations of A. graeca and A. chukar may also be causing problems through hybridization and competition (Tucker and Heath 1994, McGowan and Kirwan 2013)."
B136;Ammoperdix_griseogularis;The species is found on dry and stony foothills that are lightly vegetated or bare, occasionally on plateaux up to approximately 2,000 m. It is found in warmer, lower areas than Alectoris chukar where they are sympatric (McGowan and Kirwan 2014). It prefers flatter terrain often close to water (Madge and McGowan 2002). It is not found in narrow ravines, around crags or amongst thick tree cover (McGowan and Kirwan 2014). Typically six to nine eggs are laid from mid-April in south-east Turkey (Madge and McGowan 2002). It nests on exposed ground sheltered by grass or rocks. The nest is occasionally in a small hollow and sometimes lined with grass. Birds feed on shoots, leaves, seeds and berries and also take insects. The species is usually sedentary (McGowan and Kirwan 2014).;;The species is widespread with little human disturbance (Fuller et al. 2000). Studies have found traces of toxic metals in the feathers of this species (Zolfaghari  et al. 2007, Norouzi et al. 2012). Also, possibly threatened by development of dams (Biricek and Karakas 2012).
B129;Tetrastes_bonasia;"The species is found in mixed coniferous deciduous woodland, both in plains and mountains.It generally prefers large, dense forests with rich, varied undergrowth (up to c. 2 m tall) and occasional clearings (Madge and McGowan 2002). Laying occurs in April and May in central Europe and May to June in Scandinavia (de Juana and Kirwan 2013). It lays seven to eleven eggs. The nest is a shallow scrape lined with plant material and well concealed by undergrowth or under roots of fallen trees (Madge and McGowan 2002). Its diet changes seasonally, feeding on catkins, buds and twigs of Alnus and Betula in winter; leaves, flowers and newly sprouted vegetation in spring (Swenson 1994); berries and fruits in summer and autumn; and nuts, acorns and seeds in autumn. Chicks feed almost exclusively on arthropods during the first ten days before becoming more vegetarian. The species is highly sedentary (de Juana and Kirwan 2013)."; It seems to avoid pure coniferous stands and occurs in areas without conifers (de Juana and Kirwan 2013). ;The species is hunted but it has secretive habits and it is unlikely to be significantly affected by this, although in the 1970s some annual bag totals reached c. 10,200 birds in Norway, c. 18,000 in Sweden and 28,000?69,600 in Finland. It is more intensively hunted in European Russia and Siberia where perhaps as many as two million birds taken per annum during early 1990s (de Juana and Kirwan 2013). It has very specific habitat structure requirements (Madge and McGowan 2002) and so is very sensitive to habitat changes, particularly modern forestry trends (Schäublin and Bollmann 2011, de Juana & Kirwan 2013). Although small-scale timber work could have positive effects, as could permitting natural reforestation of areas subject to natural events such as avalanches, insect calamities, fires and erosion. In countries where harvesting is important, e.g. Finland it is often easier promoting management practices that favour the species. The species has an enormous range, so protected areas play only a very limited role in its protection, although conservations units can be locally important in the preservation of subpopulations, e.g. in Greece, Hungary and Belgium) (de Juana and Kirwan 2013).
B139;Coturnix_coturnix;"The species is found in open habitats including agricultural land (Tucker and Heath 1994, McGowan et al. 2013) where it prefers fields of clover, winter wheat and other cereals as well as hay, rough grass and overgrown fallow (Tucker & Heath 1994). preferring areas with a dense herb layer less than 1 m tall. Egg-laying occurs from mid-May to August in northern Europe and late March to mid-June in southern Europe. Typically 8–13 eggs are laid. The nest consists of a scrape with grassy material added and is found in herbaceous vegetation or grasses. Birds feed mainly on the seeds of grasses, weeds and grain but will also eat ground-dwelling invertebrates. Birds are migratory, with most of the western Palearctic population wintering south of the Sahara mainly in the Sahel zone; however birds may winter as far north as the British Isles and Germany or around the Mediterranean (McGowan et al. 2013). Birds may also winter in north-west Africa and remain to breed in March-April before migrating into Europe where they breed once again (Guyomarc'h and Saint-Jalme 1986, Guyomarc'h 1992, Rodriguez-Teijeiro et al. 1992). Migration routes are thought to vary between individuals and years (McGowan et al. 2013).";It avoids bare soils (McGowan et al. 2013), trees and scrub (Cramp and Simmons 1980, Aubrais et al. 1986), ;Agricultural intensification has led to the loss of rough grass and uncultivated land and an increase in the use of herbicides and insecticides which have led to a reduction on the availability of weeds, seeds and insects (Tucker and Heath 1994). Hybridization with Japanese Quail (Coturnix japonica) is a serious danger in southern Europe (Tucker and Heath 1994, Chazara et al. 2010).  Other potential threats driving declines in Europe are hunting, long-term climactic fluctuations and drought in the sub-Saharan wintering grounds (Tucker and Heath 1994).
B137;Francolinus_francolinus;The species is found mainly in low-lying coastal areas but also in wide shallow valleys at altitudes of up to 400 m, up to 20 km inland in Cyprus and 60 km inland in southern Turkey. The species uses agricultural land as well as dense scrub mainly alongside rivers with reeds (Tucker and Heath 1994). In southern Turkey, it breeds from March to May (McGowan and Kirwan 2013). It lays seven to twelve eggs (Harrison and Castell 2002). The nest is a shallow hollow or depression, sometimes lined with a few scraps of plant material and concealed amongst vegetation. It feeds on seeds of grasses, weeds and cereal crops, shoots, leaves, tubers, berries and figs as well as insects. The species is sedentary (Madge and McGowan 2002).;;This is species is threatened by hunting in Turkey and Cyprus (Johnsgaurd 1988, Tucker and Heath 1994).  It has also suffered from loss of habitat through intensification of agriculture (McGowan and Kirwan 2013). In Cyprus habitat destruction as a result of the removal of citrus and tobacco plantations and other suitable vegetation cover, primarily for tourist industry developments (tucker and Heath 1994).
B124;Lagopus_lagopus;The species is found primarily in Arctic tundra, extending south in alpine mountain ranges and along or below the tree line, in openings of boreal forest. It prefers low, moderately moist areas with low shrubs, mosses, grasses and herbs  Males prefer territories in areas with vegetation lower than eye level and elevated sites such as rocks, trees or hummocks for displaying on. Laying mainly occurs in May and June, but slightly earlier in the U.K. in April and May. It normally lays eight to eleven eggs. The nest is a shallow scrape with a thin lining in thick vegetation which usually partially covers it. It feeds on buds and twigs of Salix and birch (Betula) in winter. From spring to autumn leaves and berries of Vaccinium and Empetrum are important parts of its diet. It is sedentary in Scotland and Scandinavia, only making short-range altitudinal movements (de Juana et al. 2013).;avoiding rocky or lichen-rich tundra and steep slopes.;The species is hunted everywhere except the Baltic Countries and Belarus. In the Russian tundra annual bags estimated at c. 2,000,000 west of the Urals (de Juana et al. 2013). The species seems to withstand such a heavy pressure, however in combination with other pressures, such as reductions in habitat quality and extent it can have adverse effects (Madge and McGowan 2002). Important declines in Finland were attributed to excessive hunting. Range contractions in Europe have been attributed to climatic changes (de Juana et al. 2013). It is also vulnerable to collisions with high-tension powerlines and deer fences (Madge and McGowan 2002).
